audit_id,item_type,standard_reference,implementation_status,test_status,validation_status,implementation_target,test_file,validation_case,comments
SP16-EQ-153,equation,11.1.3,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-153: pass,standard_core.sheet_structures_strength_and_stability.conical_internal_pressure_stresses_eq153,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-153,Formula visually transcribed from supplied PDF pages 72-77; domain checks and stated interpolation rules are explicit.
SP16-EQ-154,equation,11.2.1,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-154: pass,standard_core.sheet_structures_strength_and_stability.cylindrical_axial_stability_utilization_eq154,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-154,Formula visually transcribed from supplied PDF pages 72-77; domain checks and stated interpolation rules are explicit.
SP16-EQ-155,equation,11.2.1,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-155: pass,standard_core.sheet_structures_strength_and_stability.cylindrical_psi_eq155,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-155,Formula visually transcribed from supplied PDF pages 72-77; domain checks and stated interpolation rules are explicit.
SP16-EQ-156,equation,11.2.2,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-156: pass,standard_core.sheet_structures_strength_and_stability.tube_local_stability_utilization_eq156,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-156,Formula visually transcribed from supplied PDF pages 72-77; domain checks and stated interpolation rules are explicit.
SP16-EQ-157,equation,11.2.3,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-157: pass,standard_core.sheet_structures_strength_and_stability.cylindrical_panel_limit_eq157,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-157,Formula visually transcribed from supplied PDF pages 72-77; domain checks and stated interpolation rules are explicit.
SP16-EQ-158,equation,11.2.3,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-158: pass,standard_core.sheet_structures_strength_and_stability.cylindrical_panel_limit_eq158,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-158,Formula visually transcribed from supplied PDF pages 72-77; domain checks and stated interpolation rules are explicit.
SP16-EQ-159,equation,11.2.4,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-159: pass,standard_core.sheet_structures_strength_and_stability.cylindrical_external_pressure_utilization_eq159,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-159,Formula visually transcribed from supplied PDF pages 72-77; domain checks and stated interpolation rules are explicit.
SP16-EQ-160,equation,11.2.4,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-160: pass,standard_core.sheet_structures_strength_and_stability.cylindrical_external_pressure_critical_stress_eq160,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-160,Formula visually transcribed from supplied PDF pages 72-77; domain checks and stated interpolation rules are explicit.
SP16-EQ-161,equation,11.2.4,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-161: pass,standard_core.sheet_structures_strength_and_stability.cylindrical_external_pressure_critical_stress_eq161,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-161,Formula visually transcribed from supplied PDF pages 72-77; domain checks and stated interpolation rules are explicit.
SP16-EQ-162,equation,11.2.5,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-162: pass,standard_core.sheet_structures_strength_and_stability.cylindrical_combined_stability_utilization_eq162,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-162,Formula visually transcribed from supplied PDF pages 72-77; domain checks and stated interpolation rules are explicit.
SP16-EQ-163,equation,11.2.6,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-163: pass,standard_core.sheet_structures_strength_and_stability.conical_axial_stability_utilization_eq163,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-163,Formula visually transcribed from supplied PDF pages 72-77; domain checks and stated interpolation rules are explicit.
SP16-EQ-164,equation,11.2.6,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-164: pass,standard_core.sheet_structures_strength_and_stability.conical_critical_force_eq164,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-164,Formula visually transcribed from supplied PDF pages 72-77; domain checks and stated interpolation rules are explicit.
SP16-EQ-165,equation,11.2.6,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-165: pass,standard_core.sheet_structures_strength_and_stability.conical_equivalent_radius_eq165,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-165,Formula visually transcribed from supplied PDF pages 72-77; domain checks and stated interpolation rules are explicit.
SP16-EQ-166,equation,11.2.7,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-166: pass,standard_core.sheet_structures_strength_and_stability.conical_external_pressure_utilization_eq166,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-166,Formula visually transcribed from supplied PDF pages 72-77; domain checks and stated interpolation rules are explicit.
SP16-EQ-167,equation,11.2.7,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-167: pass,standard_core.sheet_structures_strength_and_stability.conical_external_pressure_critical_stress_eq167,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-167,Formula visually transcribed from supplied PDF pages 72-77; domain checks and stated interpolation rules are explicit.
SP16-EQ-168,equation,11.2.8,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-168: pass,standard_core.sheet_structures_strength_and_stability.conical_combined_stability_utilization_eq168,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-168,Formula visually transcribed from supplied PDF pages 72-77; domain checks and stated interpolation rules are explicit.
SP16-EQ-169,equation,11.2.9,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-169: pass,standard_core.sheet_structures_strength_and_stability.spherical_external_pressure_utilization_eq169,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-169,Formula visually transcribed from supplied PDF pages 72-77; domain checks and stated interpolation rules are explicit.
SP16-EQ-170,equation,12.1.2,implemented,passed: tests/test_fatigue_design.py,V14-SP16-EQ-170: pass,standard_core/fatigue_design.py:fatigue_utilization_eq170,tests/test_fatigue_design.py,V14-SP16-EQ-170,Visually transcribed from Section 12 pages 77-79; assumptions and boundaries are explicit.
SP16-EQ-171,equation,12.1.2,implemented,passed: tests/test_fatigue_design.py,V14-SP16-EQ-171: pass,standard_core/fatigue_design.py:cycle_factor_group_1_2_eq171,tests/test_fatigue_design.py,V14-SP16-EQ-171,Visually transcribed from Section 12 pages 77-79; assumptions and boundaries are explicit.
SP16-EQ-172,equation,12.1.2,implemented,passed: tests/test_fatigue_design.py,V14-SP16-EQ-172: pass,standard_core/fatigue_design.py:cycle_factor_group_3_8_eq172,tests/test_fatigue_design.py,V14-SP16-EQ-172,Visually transcribed from Section 12 pages 77-79; assumptions and boundaries are explicit.
SP16-EQ-173,equation,12.2,implemented,passed: tests/test_fatigue_design.py,V14-SP16-EQ-173: pass,standard_core/fatigue_design.py:crane_runway_web_fatigue_utilization_eq173,tests/test_fatigue_design.py,V14-SP16-EQ-173,Visually transcribed from Section 12 pages 77-79; assumptions and boundaries are explicit.
SP16-EQ-174,equation,13.5,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-EQ174: pass,standard_core.brittle_fracture_and_welded_connections.lamellar_tearing_risk_sum_eq174,tests/test_brittle_fracture_and_welded_connections.py,V15-EQ174,"Formula visually transcribed from supplied PDF pages 81-90; sign, boundary, and unit conventions are explicit and no missing coefficient is invented."
SP16-EQ-175,equation,14.1.14,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-EQ175: pass,standard_core.brittle_fracture_and_welded_connections.butt_weld_axial_utilization_eq175,tests/test_brittle_fracture_and_welded_connections.py,V15-EQ175,"Formula visually transcribed from supplied PDF pages 81-90; sign, boundary, and unit conventions are explicit and no missing coefficient is invented."
SP16-EQ-176,equation,14.1.16,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-EQ176: pass,standard_core.brittle_fracture_and_welded_connections.fillet_weld_axial_metal_utilization_eq176,tests/test_brittle_fracture_and_welded_connections.py,V15-EQ176,"Formula visually transcribed from supplied PDF pages 81-90; sign, boundary, and unit conventions are explicit and no missing coefficient is invented."
SP16-EQ-177,equation,14.1.16,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-EQ177: pass,standard_core.brittle_fracture_and_welded_connections.fillet_weld_axial_fusion_utilization_eq177,tests/test_brittle_fracture_and_welded_connections.py,V15-EQ177,"Formula visually transcribed from supplied PDF pages 81-90; sign, boundary, and unit conventions are explicit and no missing coefficient is invented."
SP16-EQ-178,equation,14.1.17,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-EQ178: pass,standard_core.brittle_fracture_and_welded_connections.fillet_weld_out_of_plane_moment_metal_utilization_eq178,tests/test_brittle_fracture_and_welded_connections.py,V15-EQ178,"Formula visually transcribed from supplied PDF pages 81-90; sign, boundary, and unit conventions are explicit and no missing coefficient is invented."
SP16-EQ-179,equation,14.1.17,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-EQ179: pass,standard_core.brittle_fracture_and_welded_connections.fillet_weld_out_of_plane_moment_fusion_utilization_eq179,tests/test_brittle_fracture_and_welded_connections.py,V15-EQ179,"Formula visually transcribed from supplied PDF pages 81-90; sign, boundary, and unit conventions are explicit and no missing coefficient is invented."
SP16-EQ-180,equation,14.1.18,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-EQ180: pass,standard_core.brittle_fracture_and_welded_connections.fillet_weld_in_plane_moment_metal_utilization_eq180,tests/test_brittle_fracture_and_welded_connections.py,V15-EQ180,"Formula visually transcribed from supplied PDF pages 81-90; sign, boundary, and unit conventions are explicit and no missing coefficient is invented."
SP16-EQ-181,equation,14.1.18,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-EQ181: pass,standard_core.brittle_fracture_and_welded_connections.fillet_weld_in_plane_moment_fusion_utilization_eq181,tests/test_brittle_fracture_and_welded_connections.py,V15-EQ181,"Formula visually transcribed from supplied PDF pages 81-90; sign, boundary, and unit conventions are explicit and no missing coefficient is invented."
SP16-EQ-182,equation,14.1.19,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-EQ182: pass,standard_core.brittle_fracture_and_welded_connections.combined_fillet_weld_utilizations_eq182,tests/test_brittle_fracture_and_welded_connections.py,V15-EQ182,"Formula visually transcribed from supplied PDF pages 81-90; sign, boundary, and unit conventions are explicit and no missing coefficient is invented."
SP16-EQ-183,equation,14.1.19,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-EQ183: pass,standard_core.brittle_fracture_and_welded_connections.resultant_shear_stress_eq183,tests/test_brittle_fracture_and_welded_connections.py,V15-EQ183,"Formula visually transcribed from supplied PDF pages 81-90; sign, boundary, and unit conventions are explicit and no missing coefficient is invented."
SP16-EQ-184,equation,14.1.20,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-EQ184: pass,standard_core.brittle_fracture_and_welded_connections.spot_weld_shear_capacity_eq184,tests/test_brittle_fracture_and_welded_connections.py,V15-EQ184,"Formula visually transcribed from supplied PDF pages 81-90; sign, boundary, and unit conventions are explicit and no missing coefficient is invented."
SP16-EQ-185,equation,14.1.20,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-EQ185: pass,standard_core.brittle_fracture_and_welded_connections.spot_weld_tearout_capacity_eq185,tests/test_brittle_fracture_and_welded_connections.py,V15-EQ185,"Formula visually transcribed from supplied PDF pages 81-90; sign, boundary, and unit conventions are explicit and no missing coefficient is invented."
SP16-EQ-186,equation,14.2.9,implemented,tests/test_bolted_and_friction_connections.py,implementation_self_check_passed,standard_core.bolted_and_friction_connections.bolt_shear_capacity_eq186,tests/test_bolted_and_friction_connections.py,V16-EQ186,Formula visually verified against PDF pages 92-95; no complete worked example identified.
SP16-EQ-187,equation,14.2.9,implemented,tests/test_bolted_and_friction_connections.py,implementation_self_check_passed,standard_core.bolted_and_friction_connections.bolt_bearing_capacity_eq187,tests/test_bolted_and_friction_connections.py,V16-EQ187,Formula visually verified against PDF pages 92-95; no complete worked example identified.
SP16-EQ-188,equation,14.2.9,implemented,tests/test_bolted_and_friction_connections.py,implementation_self_check_passed,standard_core.bolted_and_friction_connections.bolt_tension_capacity_eq188,tests/test_bolted_and_friction_connections.py,V16-EQ188,Formula visually verified against PDF pages 92-95; no complete worked example identified.
SP16-EQ-189,equation,14.2.10,implemented,tests/test_bolted_and_friction_connections.py,implementation_self_check_passed,standard_core.bolted_and_friction_connections.required_bolt_count_eq189,tests/test_bolted_and_friction_connections.py,V16-EQ189,Formula visually verified against PDF pages 92-95; no complete worked example identified.
SP16-EQ-190,equation,14.2.13,implemented,tests/test_bolted_and_friction_connections.py,implementation_self_check_passed,standard_core.bolted_and_friction_connections.bolt_shear_tension_interaction_eq190,tests/test_bolted_and_friction_connections.py,V16-EQ190,Formula visually verified against PDF pages 92-95; no complete worked example identified.
SP16-EQ-191,equation,14.3.3,implemented,tests/test_bolted_and_friction_connections.py,implementation_self_check_passed,standard_core.bolted_and_friction_connections.friction_plane_capacity_eq191,tests/test_bolted_and_friction_connections.py,V16-EQ191,Formula visually verified against PDF pages 92-95; no complete worked example identified.
SP16-EQ-192,equation,14.3.4,implemented,tests/test_bolted_and_friction_connections.py,implementation_self_check_passed,standard_core.bolted_and_friction_connections.required_friction_bolt_count_eq192,tests/test_bolted_and_friction_connections.py,V16-EQ192,Formula visually verified against PDF pages 92-95; no complete worked example identified.
SP16-EQ-193,equation,14.4.1 equation (193),implemented,passed: tests/test_built_up_beam_flange_connections.py,implementation_self_check_passed,standard_core/built_up_beam_flange_connections.py:stationary_weld_metal_utilization_eq193,tests/test_built_up_beam_flange_connections.py,V17-SP16-EQ-193,Formula visually transcribed from supplied PDF page 96; symbols and routing definitions checked against page 97.
SP16-EQ-194,equation,14.4.1 equation (194),implemented,passed: tests/test_built_up_beam_flange_connections.py,implementation_self_check_passed,standard_core/built_up_beam_flange_connections.py:stationary_fusion_boundary_utilization_eq194,tests/test_built_up_beam_flange_connections.py,V17-SP16-EQ-194,Formula visually transcribed from supplied PDF page 96; symbols and routing definitions checked against page 97.
SP16-EQ-195,equation,14.4.1 equation (195),implemented,passed: tests/test_built_up_beam_flange_connections.py,implementation_self_check_passed,standard_core/built_up_beam_flange_connections.py:stationary_friction_utilization_eq195,tests/test_built_up_beam_flange_connections.py,V17-SP16-EQ-195,Formula visually transcribed from supplied PDF page 96; symbols and routing definitions checked against page 97.
SP16-EQ-196,equation,14.4.1 equation (196),implemented,passed: tests/test_built_up_beam_flange_connections.py,implementation_self_check_passed,standard_core/built_up_beam_flange_connections.py:moving_weld_metal_utilization_eq196,tests/test_built_up_beam_flange_connections.py,V17-SP16-EQ-196,Formula visually transcribed from supplied PDF page 96; symbols and routing definitions checked against page 97.
SP16-EQ-197,equation,14.4.1 equation (197),implemented,passed: tests/test_built_up_beam_flange_connections.py,implementation_self_check_passed,standard_core/built_up_beam_flange_connections.py:moving_fusion_boundary_utilization_eq197,tests/test_built_up_beam_flange_connections.py,V17-SP16-EQ-197,Formula visually transcribed from supplied PDF page 96; symbols and routing definitions checked against page 97.
SP16-EQ-198,equation,14.4.1 equation (198),implemented,passed: tests/test_built_up_beam_flange_connections.py,implementation_self_check_passed,standard_core/built_up_beam_flange_connections.py:moving_friction_utilization_eq198,tests/test_built_up_beam_flange_connections.py,V17-SP16-EQ-198,Formula visually transcribed from supplied PDF page 96; symbols and routing definitions checked against page 97.
SP16-EQ-199,equation,15.12.2,implemented,passed: tests/test_structural_detailing_and_support_bearings.py,V18-SP16-EQ-199: pass,standard_core/structural_detailing_and_support_bearings.py:cylindrical_hinge_local_bearing_utilization_eq199,tests/test_structural_detailing_and_support_bearings.py,V18-SP16-EQ-199,Visually verified on supplied PDF page 108. Printed factor 1.25 and contact-angle applicability >=90 degrees are preserved.
SP16-EQ-200,equation,15.12.3,implemented,passed: tests/test_structural_detailing_and_support_bearings.py,V18-SP16-EQ-200: pass,standard_core/structural_detailing_and_support_bearings.py:roller_diametral_compression_utilization_eq200,tests/test_structural_detailing_and_support_bearings.py,V18-SP16-EQ-200,Visually verified on supplied PDF page 108. No unstated load-distribution coefficient is introduced.
SP16-EQ-201,equation,16.5,implemented,passed: tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-201: pass,standard_core.overhead_line_and_switchyard_supports.maximum_slenderness_eq201,tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-201,Formula visually transcribed from Section 16 and implemented with explicit domain checks; no complete normative worked example was identified.
SP16-EQ-202,equation,16.5,implemented,passed: tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-202: pass,standard_core.overhead_line_and_switchyard_supports.maximum_slenderness_eq202,tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-202,Formula visually transcribed from Section 16 and implemented with explicit domain checks; no complete normative worked example was identified.
SP16-EQ-203,equation,16.5,implemented,passed: tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-203: pass,standard_core.overhead_line_and_switchyard_supports.maximum_slenderness_eq203,tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-203,Formula visually transcribed from Section 16 and implemented with explicit domain checks; no complete normative worked example was identified.
SP16-EQ-204,equation,16.6,implemented,passed: tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-204: pass,standard_core.overhead_line_and_switchyard_supports.relative_eccentricity_eq204,tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-204,Formula visually transcribed from Section 16 and implemented with explicit domain checks; no complete normative worked example was identified.
SP16-EQ-205,equation,16.6,implemented,passed: tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-205: pass,standard_core.overhead_line_and_switchyard_supports.relative_eccentricity_eq205,tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-205,Formula visually transcribed from Section 16 and implemented with explicit domain checks; no complete normative worked example was identified.
SP16-EQ-206,equation,16.8,implemented,passed: tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-206: pass,standard_core.overhead_line_and_switchyard_supports.guyed_rectangular_moment_eq206,tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-206,Formula visually transcribed from Section 16 and implemented with explicit domain checks; no complete normative worked example was identified.
SP16-EQ-207,equation,16.9,implemented,passed: tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-207: pass,standard_core.overhead_line_and_switchyard_supports.guyed_rectangular_shear_eq207,tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-207,Formula visually transcribed from Section 16 and implemented with explicit domain checks; no complete normative worked example was identified.
SP16-EQ-208,equation,16.10,implemented,passed: tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-208: pass,standard_core.overhead_line_and_switchyard_supports.triangular_additional_chord_force_eq208,tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-208,Formula visually transcribed from Section 16 and implemented with explicit domain checks; no complete normative worked example was identified.
SP16-EQ-209,equation,16.12,implemented,passed: tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-209: pass,standard_core.overhead_line_and_switchyard_supports.bolted_angle_chord_factor_eq209,tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-209,Formula visually transcribed from Section 16 and implemented with explicit domain checks; no complete normative worked example was identified.
SP16-EQ-210,equation,16.12,implemented,passed: tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-210: pass,standard_core.overhead_line_and_switchyard_supports.bolted_angle_chord_factor_eq210,tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-210,Formula visually transcribed from Section 16 and implemented with explicit domain checks; no complete normative worked example was identified.
SP16-EQ-211,equation,16.12,implemented,passed: tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-211: pass,standard_core.overhead_line_and_switchyard_supports.bolted_angle_brace_factor_eq211,tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-211,Formula visually transcribed from Section 16 and implemented with explicit domain checks; no complete normative worked example was identified.
SP16-EQ-212,equation,16.12,implemented,passed: tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-212: pass,standard_core.overhead_line_and_switchyard_supports.bolted_angle_brace_factor_eq212,tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-212,Formula visually transcribed from Section 16 and implemented with explicit domain checks; no complete normative worked example was identified.
SP16-EQ-213,equation,16.20,implemented,passed: tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-213: pass,standard_core.overhead_line_and_switchyard_supports.polygonal_tube_wall_stability_utilization_eq213,tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-213,Formula visually transcribed from Section 16 and implemented with explicit domain checks; no complete normative worked example was identified.
SP16-EQ-214,equation,16.20,implemented,passed: tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-214: pass,standard_core.overhead_line_and_switchyard_supports.polygonal_tube_critical_stress_eq214,tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-214,Formula visually transcribed from Section 16 and implemented with explicit domain checks; no complete normative worked example was identified.
SP16-EQ-215,equation,17.16,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,standard_core.antenna_structures.vibration_damper_distance_eq215,tests/test_antenna_structures.py,V20-SP16-EQ-215,Formula visually verified on supplied PDF page 117; printed coefficient 0.41e-3 and square-root structure retained exactly.
SP16-EQ-216,equation,18.3.13,implemented,passed: tests/test_reconstruction_assessment.py,V21-SP16-EQ-216: pass,standard_core/reconstruction_assessment.py:symmetric_compression_strength_utilization_eq216,tests/test_reconstruction_assessment.py,V21-SP16-EQ-216,"Formula visually verified against supplied PDF pages 122-125; symbol mapping, sign convention, applicability and external inputs are documented."
SP16-EQ-217,equation,18.3.13,implemented,passed: tests/test_reconstruction_assessment.py,V21-SP16-EQ-217: pass,standard_core/reconstruction_assessment.py:asymmetric_strength_utilization_eq217,tests/test_reconstruction_assessment.py,V21-SP16-EQ-217,"Formula visually verified against supplied PDF pages 122-125; symbol mapping, sign convention, applicability and external inputs are documented."
SP16-EQ-218,equation,18.3.14,implemented,passed: tests/test_reconstruction_assessment.py,V21-SP16-EQ-218: pass,standard_core/reconstruction_assessment.py:strengthened_member_stability_utilization_eq218,tests/test_reconstruction_assessment.py,V21-SP16-EQ-218,"Formula visually verified against supplied PDF pages 122-125; symbol mapping, sign convention, applicability and external inputs are documented."
SP16-EQ-219,equation,18.3.14,implemented,passed: tests/test_reconstruction_assessment.py,V21-SP16-EQ-219: pass,standard_core/reconstruction_assessment.py:reduced_relative_eccentricity_eq219,tests/test_reconstruction_assessment.py,V21-SP16-EQ-219,"Formula visually verified against supplied PDF pages 122-125; symbol mapping, sign convention, applicability and external inputs are documented."
SP16-EQ-220,equation,18.3.14,implemented,passed: tests/test_reconstruction_assessment.py,V21-SP16-EQ-220: pass,standard_core/reconstruction_assessment.py:equivalent_eccentricity_eq220,tests/test_reconstruction_assessment.py,V21-SP16-EQ-220,"Formula visually verified against supplied PDF pages 122-125; symbol mapping, sign convention, applicability and external inputs are documented."
SP16-EQ-221,equation,18.3.14,implemented,passed: tests/test_reconstruction_assessment.py,V21-SP16-EQ-221: pass,standard_core/reconstruction_assessment.py:post_strengthening_initial_deflection_eq221,tests/test_reconstruction_assessment.py,V21-SP16-EQ-221,"Formula visually verified against supplied PDF pages 122-125; symbol mapping, sign convention, applicability and external inputs are documented."
SP16-EQ-222,equation,18.3.14,implemented,passed: tests/test_reconstruction_assessment.py,V21-SP16-EQ-222: pass,standard_core/reconstruction_assessment.py:welding_residual_deflection_eq222,tests/test_reconstruction_assessment.py,V21-SP16-EQ-222,"Formula visually verified against supplied PDF pages 122-125; symbol mapping, sign convention, applicability and external inputs are documented."
SP16-EQ-223,equation,18.3.15,implemented,passed: tests/test_reconstruction_assessment.py,V21-SP16-EQ-223: pass,standard_core/reconstruction_assessment.py:effective_design_resistance_eq223,tests/test_reconstruction_assessment.py,V21-SP16-EQ-223,"Formula visually verified against supplied PDF pages 122-125; symbol mapping, sign convention, applicability and external inputs are documented."
SP16-EQ-224,equation,18.3.15,implemented,passed: tests/test_reconstruction_assessment.py,V21-SP16-EQ-224: pass,standard_core/reconstruction_assessment.py:composite_resistance_factor_eq224,tests/test_reconstruction_assessment.py,V21-SP16-EQ-224,"Formula visually verified against supplied PDF pages 122-125; symbol mapping, sign convention, applicability and external inputs are documented."
SP16-EQ-Ж-001,equation,Ж.2,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,standard_core/crane_runway_and_bending_stability.py:annex_zh_phi_b_eq_zh1,tests/test_crane_runway_and_bending_stability.py,V11-SP16-EQ-Ж-001,Visually verified against supplied PDF page 164; added to the equation inventory in v0.7 because the initial inventory counted only main-text equations.
SP16-EQ-Ж-002,equation,Ж.2,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,standard_core/crane_runway_and_bending_stability.py:annex_zh_phi_b_eq_zh2,tests/test_crane_runway_and_bending_stability.py,V11-SP16-EQ-Ж-002,Visually verified against supplied PDF page 164; added to the equation inventory in v0.7 because the initial inventory counted only main-text equations.
SP16-EQ-Ж-003,equation,Ж.2,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,standard_core/crane_runway_and_bending_stability.py:annex_zh_phi1_eq_zh3,tests/test_crane_runway_and_bending_stability.py,V11-SP16-EQ-Ж-003,Visually verified against supplied PDF page 164; added to the equation inventory in v0.7 because the initial inventory counted only main-text equations.
SP16-EQ-Ж-004,equation,Ж.3,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,standard_core/crane_runway_and_bending_stability.py:annex_zh_alpha_rolled_eq_zh4,tests/test_crane_runway_and_bending_stability.py,V11-SP16-EQ-Ж-004,Visually verified against supplied PDF page 164; added to the equation inventory in v0.7 because the initial inventory counted only main-text equations.
SP16-EQ-Ж-005,equation,Ж.3,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,standard_core/crane_runway_and_bending_stability.py:annex_zh_alpha_built_up_eq_zh5,tests/test_crane_runway_and_bending_stability.py,V11-SP16-EQ-Ж-005,Visually verified against supplied PDF page 164; added to the equation inventory in v0.7 because the initial inventory counted only main-text equations.
SP16-EQ-Ж-006,equation,Ж.4,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,standard_core/crane_runway_and_bending_stability.py:annex_zh_monosymmetric_phi1_eq_zh6,tests/test_crane_runway_and_bending_stability.py,V11-SP16-EQ-Ж-006,Visually verified against supplied PDF page 165; added to the equation inventory in v0.7 because the initial inventory counted only main-text equations.
SP16-EQ-Ж-007,equation,Ж.4,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,standard_core/crane_runway_and_bending_stability.py:annex_zh_monosymmetric_phi2_eq_zh7,tests/test_crane_runway_and_bending_stability.py,V11-SP16-EQ-Ж-007,Visually verified against supplied PDF page 165; added to the equation inventory in v0.7 because the initial inventory counted only main-text equations.
SP16-EQ-Ж-008,equation,Ж.4,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,standard_core/crane_runway_and_bending_stability.py:annex_zh_flange_inertia_ratio_n_eq_zh8,tests/test_crane_runway_and_bending_stability.py,V11-SP16-EQ-Ж-008,Visually verified against supplied PDF page 165; added to the equation inventory in v0.7 because the initial inventory counted only main-text equations.
