audit_id,standard_reference,item_type,implemented_function_or_data_file,test_file,validation_case,status,comments
SP16-EQ-152,11.1.3,equation,standard_core.sheet_structures_strength_and_stability.spherical_internal_pressure_stresses_eq152,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-152,implemented,"Visually audited Section 11 formula with explicit units, domain checks, and traceable validation."
SP16-EQ-153,11.1.3,equation,standard_core.sheet_structures_strength_and_stability.conical_internal_pressure_stresses_eq153,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-153,implemented,"Visually audited Section 11 formula with explicit units, domain checks, and traceable validation."
SP16-EQ-154,11.2.1,equation,standard_core.sheet_structures_strength_and_stability.cylindrical_axial_stability_utilization_eq154,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-154,implemented,"Visually audited Section 11 formula with explicit units, domain checks, and traceable validation."
SP16-EQ-155,11.2.1,equation,standard_core.sheet_structures_strength_and_stability.cylindrical_psi_eq155,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-155,implemented,"Visually audited Section 11 formula with explicit units, domain checks, and traceable validation."
SP16-EQ-156,11.2.2,equation,standard_core.sheet_structures_strength_and_stability.tube_local_stability_utilization_eq156,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-156,implemented,"Visually audited Section 11 formula with explicit units, domain checks, and traceable validation."
SP16-EQ-157,11.2.3,equation,standard_core.sheet_structures_strength_and_stability.cylindrical_panel_limit_eq157,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-157,implemented,"Visually audited Section 11 formula with explicit units, domain checks, and traceable validation."
SP16-EQ-158,11.2.3,equation,standard_core.sheet_structures_strength_and_stability.cylindrical_panel_limit_eq158,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-158,implemented,"Visually audited Section 11 formula with explicit units, domain checks, and traceable validation."
SP16-EQ-159,11.2.4,equation,standard_core.sheet_structures_strength_and_stability.cylindrical_external_pressure_utilization_eq159,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-159,implemented,"Visually audited Section 11 formula with explicit units, domain checks, and traceable validation."
SP16-EQ-160,11.2.4,equation,standard_core.sheet_structures_strength_and_stability.cylindrical_external_pressure_critical_stress_eq160,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-160,implemented,"Visually audited Section 11 formula with explicit units, domain checks, and traceable validation."
SP16-EQ-161,11.2.4,equation,standard_core.sheet_structures_strength_and_stability.cylindrical_external_pressure_critical_stress_eq161,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-161,implemented,"Visually audited Section 11 formula with explicit units, domain checks, and traceable validation."
SP16-EQ-162,11.2.5,equation,standard_core.sheet_structures_strength_and_stability.cylindrical_combined_stability_utilization_eq162,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-162,implemented,"Visually audited Section 11 formula with explicit units, domain checks, and traceable validation."
SP16-EQ-163,11.2.6,equation,standard_core.sheet_structures_strength_and_stability.conical_axial_stability_utilization_eq163,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-163,implemented,"Visually audited Section 11 formula with explicit units, domain checks, and traceable validation."
SP16-EQ-164,11.2.6,equation,standard_core.sheet_structures_strength_and_stability.conical_critical_force_eq164,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-164,implemented,"Visually audited Section 11 formula with explicit units, domain checks, and traceable validation."
SP16-EQ-165,11.2.6,equation,standard_core.sheet_structures_strength_and_stability.conical_equivalent_radius_eq165,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-165,implemented,"Visually audited Section 11 formula with explicit units, domain checks, and traceable validation."
SP16-EQ-166,11.2.7,equation,standard_core.sheet_structures_strength_and_stability.conical_external_pressure_utilization_eq166,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-166,implemented,"Visually audited Section 11 formula with explicit units, domain checks, and traceable validation."
SP16-EQ-167,11.2.7,equation,standard_core.sheet_structures_strength_and_stability.conical_external_pressure_critical_stress_eq167,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-167,implemented,"Visually audited Section 11 formula with explicit units, domain checks, and traceable validation."
SP16-EQ-168,11.2.8,equation,standard_core.sheet_structures_strength_and_stability.conical_combined_stability_utilization_eq168,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-168,implemented,"Visually audited Section 11 formula with explicit units, domain checks, and traceable validation."
SP16-EQ-169,11.2.9,equation,standard_core.sheet_structures_strength_and_stability.spherical_external_pressure_utilization_eq169,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-169,implemented,"Visually audited Section 11 formula with explicit units, domain checks, and traceable validation."
SP16-EQ-170,12.1.2,equation,standard_core/fatigue_design.py:fatigue_utilization_eq170,tests/test_fatigue_design.py,V14-SP16-EQ-170,implemented,Section 12 formula visually transcribed and tested.
SP16-EQ-171,12.1.2,equation,standard_core/fatigue_design.py:cycle_factor_group_1_2_eq171,tests/test_fatigue_design.py,V14-SP16-EQ-171,implemented,Section 12 formula visually transcribed and tested.
SP16-EQ-172,12.1.2,equation,standard_core/fatigue_design.py:cycle_factor_group_3_8_eq172,tests/test_fatigue_design.py,V14-SP16-EQ-172,implemented,Section 12 formula visually transcribed and tested.
SP16-EQ-173,12.2,equation,standard_core/fatigue_design.py:crane_runway_web_fatigue_utilization_eq173,tests/test_fatigue_design.py,V14-SP16-EQ-173,implemented,Section 12 formula visually transcribed and tested.
SP16-EQ-174,13.5,equation,standard_core.brittle_fracture_and_welded_connections.lamellar_tearing_risk_sum_eq174,tests/test_brittle_fracture_and_welded_connections.py,V15-EQ174,implemented,Section 13/14.1 formula visually transcribed and tested.
SP16-EQ-175,14.1.14,equation,standard_core.brittle_fracture_and_welded_connections.butt_weld_axial_utilization_eq175,tests/test_brittle_fracture_and_welded_connections.py,V15-EQ175,implemented,Section 13/14.1 formula visually transcribed and tested.
SP16-EQ-176,14.1.16,equation,standard_core.brittle_fracture_and_welded_connections.fillet_weld_axial_metal_utilization_eq176,tests/test_brittle_fracture_and_welded_connections.py,V15-EQ176,implemented,Section 13/14.1 formula visually transcribed and tested.
SP16-EQ-177,14.1.16,equation,standard_core.brittle_fracture_and_welded_connections.fillet_weld_axial_fusion_utilization_eq177,tests/test_brittle_fracture_and_welded_connections.py,V15-EQ177,implemented,Section 13/14.1 formula visually transcribed and tested.
SP16-EQ-178,14.1.17,equation,standard_core.brittle_fracture_and_welded_connections.fillet_weld_out_of_plane_moment_metal_utilization_eq178,tests/test_brittle_fracture_and_welded_connections.py,V15-EQ178,implemented,Section 13/14.1 formula visually transcribed and tested.
SP16-EQ-179,14.1.17,equation,standard_core.brittle_fracture_and_welded_connections.fillet_weld_out_of_plane_moment_fusion_utilization_eq179,tests/test_brittle_fracture_and_welded_connections.py,V15-EQ179,implemented,Section 13/14.1 formula visually transcribed and tested.
SP16-EQ-180,14.1.18,equation,standard_core.brittle_fracture_and_welded_connections.fillet_weld_in_plane_moment_metal_utilization_eq180,tests/test_brittle_fracture_and_welded_connections.py,V15-EQ180,implemented,Section 13/14.1 formula visually transcribed and tested.
SP16-EQ-181,14.1.18,equation,standard_core.brittle_fracture_and_welded_connections.fillet_weld_in_plane_moment_fusion_utilization_eq181,tests/test_brittle_fracture_and_welded_connections.py,V15-EQ181,implemented,Section 13/14.1 formula visually transcribed and tested.
SP16-EQ-182,14.1.19,equation,standard_core.brittle_fracture_and_welded_connections.combined_fillet_weld_utilizations_eq182,tests/test_brittle_fracture_and_welded_connections.py,V15-EQ182,implemented,Section 13/14.1 formula visually transcribed and tested.
SP16-EQ-183,14.1.19,equation,standard_core.brittle_fracture_and_welded_connections.resultant_shear_stress_eq183,tests/test_brittle_fracture_and_welded_connections.py,V15-EQ183,implemented,Section 13/14.1 formula visually transcribed and tested.
SP16-EQ-184,14.1.20,equation,standard_core.brittle_fracture_and_welded_connections.spot_weld_shear_capacity_eq184,tests/test_brittle_fracture_and_welded_connections.py,V15-EQ184,implemented,Section 13/14.1 formula visually transcribed and tested.
SP16-EQ-185,14.1.20,equation,standard_core.brittle_fracture_and_welded_connections.spot_weld_tearout_capacity_eq185,tests/test_brittle_fracture_and_welded_connections.py,V15-EQ185,implemented,Section 13/14.1 formula visually transcribed and tested.
SP16-EQ-186,14.2.9,equation,standard_core.bolted_and_friction_connections.bolt_shear_capacity_eq186,tests/test_bolted_and_friction_connections.py,V16-EQ186,implemented,Visually verified formula and self-check.
SP16-EQ-187,14.2.9,equation,standard_core.bolted_and_friction_connections.bolt_bearing_capacity_eq187,tests/test_bolted_and_friction_connections.py,V16-EQ187,implemented,Visually verified formula and self-check.
SP16-EQ-188,14.2.9,equation,standard_core.bolted_and_friction_connections.bolt_tension_capacity_eq188,tests/test_bolted_and_friction_connections.py,V16-EQ188,implemented,Visually verified formula and self-check.
SP16-EQ-189,14.2.10,equation,standard_core.bolted_and_friction_connections.required_bolt_count_eq189,tests/test_bolted_and_friction_connections.py,V16-EQ189,implemented,Visually verified formula and self-check.
SP16-EQ-190,14.2.13,equation,standard_core.bolted_and_friction_connections.bolt_shear_tension_interaction_eq190,tests/test_bolted_and_friction_connections.py,V16-EQ190,implemented,Visually verified formula and self-check.
SP16-EQ-191,14.3.3,equation,standard_core.bolted_and_friction_connections.friction_plane_capacity_eq191,tests/test_bolted_and_friction_connections.py,V16-EQ191,implemented,Visually verified formula and self-check.
SP16-EQ-192,14.3.4,equation,standard_core.bolted_and_friction_connections.required_friction_bolt_count_eq192,tests/test_bolted_and_friction_connections.py,V16-EQ192,implemented,Visually verified formula and self-check.
SP16-EQ-193,14.4.1 equation (193),equation,standard_core/built_up_beam_flange_connections.py:stationary_weld_metal_utilization_eq193,tests/test_built_up_beam_flange_connections.py,V17-SP16-EQ-193,implemented,Stationary-load welded flange connection check along the weld-metal plane: |T|/(n beta_f k_f R_wf gamma_c).
SP16-EQ-194,14.4.1 equation (194),equation,standard_core/built_up_beam_flange_connections.py:stationary_fusion_boundary_utilization_eq194,tests/test_built_up_beam_flange_connections.py,V17-SP16-EQ-194,implemented,Stationary-load welded flange connection check along the fusion-boundary plane: |T|/(n beta_z k_f R_wz gamma_c).
SP16-EQ-195,14.4.1 equation (195),equation,standard_core/built_up_beam_flange_connections.py:stationary_friction_utilization_eq195,tests/test_built_up_beam_flange_connections.py,V17-SP16-EQ-195,implemented,Stationary-load friction flange connection check: |T| s/(Q_bh k gamma_c).
SP16-EQ-196,14.4.1 equation (196),equation,standard_core/built_up_beam_flange_connections.py:moving_weld_metal_utilization_eq196,tests/test_built_up_beam_flange_connections.py,V17-SP16-EQ-196,implemented,Moving-load two-sided welded flange connection check along the weld-metal plane.
SP16-EQ-197,14.4.1 equation (197),equation,standard_core/built_up_beam_flange_connections.py:moving_fusion_boundary_utilization_eq197,tests/test_built_up_beam_flange_connections.py,V17-SP16-EQ-197,implemented,Moving-load two-sided welded flange connection check along the fusion-boundary plane.
SP16-EQ-198,14.4.1 equation (198),equation,standard_core/built_up_beam_flange_connections.py:moving_friction_utilization_eq198,tests/test_built_up_beam_flange_connections.py,V17-SP16-EQ-198,implemented,Moving-load friction flange connection check with alpha-weighted local pressure.
SP16-EQ-199,15.12.2,equation,standard_core/structural_detailing_and_support_bearings.py:cylindrical_hinge_local_bearing_utilization_eq199,tests/test_structural_detailing_and_support_bearings.py,V18-SP16-EQ-199,implemented,Visually verified against supplied PDF pages 97-98 or 108; no unstated interpolation or formula is introduced.
SP16-EQ-200,15.12.3,equation,standard_core/structural_detailing_and_support_bearings.py:roller_diametral_compression_utilization_eq200,tests/test_structural_detailing_and_support_bearings.py,V18-SP16-EQ-200,implemented,Visually verified against supplied PDF pages 97-98 or 108; no unstated interpolation or formula is introduced.
SP16-EQ-201,16.5,equation,standard_core.overhead_line_and_switchyard_supports.maximum_slenderness_eq201,tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-201,implemented,Visually transcribed and directly tested.
SP16-EQ-202,16.5,equation,standard_core.overhead_line_and_switchyard_supports.maximum_slenderness_eq202,tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-202,implemented,Visually transcribed and directly tested.
SP16-EQ-203,16.5,equation,standard_core.overhead_line_and_switchyard_supports.maximum_slenderness_eq203,tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-203,implemented,Visually transcribed and directly tested.
SP16-EQ-204,16.6,equation,standard_core.overhead_line_and_switchyard_supports.relative_eccentricity_eq204,tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-204,implemented,Visually transcribed and directly tested.
SP16-EQ-205,16.6,equation,standard_core.overhead_line_and_switchyard_supports.relative_eccentricity_eq205,tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-205,implemented,Visually transcribed and directly tested.
SP16-EQ-206,16.8,equation,standard_core.overhead_line_and_switchyard_supports.guyed_rectangular_moment_eq206,tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-206,implemented,Visually transcribed and directly tested.
SP16-EQ-207,16.9,equation,standard_core.overhead_line_and_switchyard_supports.guyed_rectangular_shear_eq207,tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-207,implemented,Visually transcribed and directly tested.
SP16-EQ-208,16.10,equation,standard_core.overhead_line_and_switchyard_supports.triangular_additional_chord_force_eq208,tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-208,implemented,Visually transcribed and directly tested.
SP16-EQ-209,16.12,equation,standard_core.overhead_line_and_switchyard_supports.bolted_angle_chord_factor_eq209,tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-209,implemented,Visually transcribed and directly tested.
SP16-EQ-210,16.12,equation,standard_core.overhead_line_and_switchyard_supports.bolted_angle_chord_factor_eq210,tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-210,implemented,Visually transcribed and directly tested.
SP16-EQ-211,16.12,equation,standard_core.overhead_line_and_switchyard_supports.bolted_angle_brace_factor_eq211,tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-211,implemented,Visually transcribed and directly tested.
SP16-EQ-212,16.12,equation,standard_core.overhead_line_and_switchyard_supports.bolted_angle_brace_factor_eq212,tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-212,implemented,Visually transcribed and directly tested.
SP16-EQ-213,16.20,equation,standard_core.overhead_line_and_switchyard_supports.polygonal_tube_wall_stability_utilization_eq213,tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-213,implemented,Visually transcribed and directly tested.
SP16-EQ-214,16.20,equation,standard_core.overhead_line_and_switchyard_supports.polygonal_tube_critical_stress_eq214,tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-214,implemented,Visually transcribed and directly tested.
SP16-EQ-215,17.16,equation,standard_core.antenna_structures.vibration_damper_distance_eq215,tests/test_antenna_structures.py,V20-SP16-EQ-215,implemented,Equation (215) visually transcribed from PDF page 117 and independently arithmetic-tested.
SP16-EQ-216,18.3.13,equation,standard_core/reconstruction_assessment.py:symmetric_compression_strength_utilization_eq216,tests/test_reconstruction_assessment.py,V21-SP16-EQ-216,implemented,Equation visually verified on PDF pages 122-125 and covered by direct arithmetic tests.
SP16-EQ-217,18.3.13,equation,standard_core/reconstruction_assessment.py:asymmetric_strength_utilization_eq217,tests/test_reconstruction_assessment.py,V21-SP16-EQ-217,implemented,Equation visually verified on PDF pages 122-125 and covered by direct arithmetic tests.
SP16-EQ-218,18.3.14,equation,standard_core/reconstruction_assessment.py:strengthened_member_stability_utilization_eq218,tests/test_reconstruction_assessment.py,V21-SP16-EQ-218,implemented,Equation visually verified on PDF pages 122-125 and covered by direct arithmetic tests.
SP16-EQ-219,18.3.14,equation,standard_core/reconstruction_assessment.py:reduced_relative_eccentricity_eq219,tests/test_reconstruction_assessment.py,V21-SP16-EQ-219,implemented,Equation visually verified on PDF pages 122-125 and covered by direct arithmetic tests.
SP16-EQ-220,18.3.14,equation,standard_core/reconstruction_assessment.py:equivalent_eccentricity_eq220,tests/test_reconstruction_assessment.py,V21-SP16-EQ-220,implemented,Equation visually verified on PDF pages 122-125 and covered by direct arithmetic tests.
SP16-EQ-221,18.3.14,equation,standard_core/reconstruction_assessment.py:post_strengthening_initial_deflection_eq221,tests/test_reconstruction_assessment.py,V21-SP16-EQ-221,implemented,Equation visually verified on PDF pages 122-125 and covered by direct arithmetic tests.
SP16-EQ-222,18.3.14,equation,standard_core/reconstruction_assessment.py:welding_residual_deflection_eq222,tests/test_reconstruction_assessment.py,V21-SP16-EQ-222,implemented,Equation visually verified on PDF pages 122-125 and covered by direct arithmetic tests.
SP16-EQ-223,18.3.15,equation,standard_core/reconstruction_assessment.py:effective_design_resistance_eq223,tests/test_reconstruction_assessment.py,V21-SP16-EQ-223,implemented,Equation visually verified on PDF pages 122-125 and covered by direct arithmetic tests.
SP16-EQ-224,18.3.15,equation,standard_core/reconstruction_assessment.py:composite_resistance_factor_eq224,tests/test_reconstruction_assessment.py,V21-SP16-EQ-224,implemented,Equation visually verified on PDF pages 122-125 and covered by direct arithmetic tests.
SP16-EQ-Ж-001,Ж.2,equation,standard_core/crane_runway_and_bending_stability.py:annex_zh_phi_b_eq_zh1,tests/test_crane_runway_and_bending_stability.py,V11-SP16-EQ-Ж-001,implemented,Visually verified against supplied PDF page 164; added to the equation inventory in v0.7 because the initial inventory counted only main-text equations.
SP16-EQ-Ж-002,Ж.2,equation,standard_core/crane_runway_and_bending_stability.py:annex_zh_phi_b_eq_zh2,tests/test_crane_runway_and_bending_stability.py,V11-SP16-EQ-Ж-002,implemented,Visually verified against supplied PDF page 164; added to the equation inventory in v0.7 because the initial inventory counted only main-text equations.
SP16-EQ-Ж-003,Ж.2,equation,standard_core/crane_runway_and_bending_stability.py:annex_zh_phi1_eq_zh3,tests/test_crane_runway_and_bending_stability.py,V11-SP16-EQ-Ж-003,implemented,Visually verified against supplied PDF page 164; added to the equation inventory in v0.7 because the initial inventory counted only main-text equations.
SP16-EQ-Ж-004,Ж.3,equation,standard_core/crane_runway_and_bending_stability.py:annex_zh_alpha_rolled_eq_zh4,tests/test_crane_runway_and_bending_stability.py,V11-SP16-EQ-Ж-004,implemented,Visually verified against supplied PDF page 164; added to the equation inventory in v0.7 because the initial inventory counted only main-text equations.
SP16-EQ-Ж-005,Ж.3,equation,standard_core/crane_runway_and_bending_stability.py:annex_zh_alpha_built_up_eq_zh5,tests/test_crane_runway_and_bending_stability.py,V11-SP16-EQ-Ж-005,implemented,Visually verified against supplied PDF page 164; added to the equation inventory in v0.7 because the initial inventory counted only main-text equations.
SP16-EQ-Ж-006,Ж.4,equation,standard_core/crane_runway_and_bending_stability.py:annex_zh_monosymmetric_phi1_eq_zh6,tests/test_crane_runway_and_bending_stability.py,V11-SP16-EQ-Ж-006,implemented,Visually verified against supplied PDF page 165; added to the equation inventory in v0.7 because the initial inventory counted only main-text equations.
SP16-EQ-Ж-007,Ж.4,equation,standard_core/crane_runway_and_bending_stability.py:annex_zh_monosymmetric_phi2_eq_zh7,tests/test_crane_runway_and_bending_stability.py,V11-SP16-EQ-Ж-007,implemented,Visually verified against supplied PDF page 165; added to the equation inventory in v0.7 because the initial inventory counted only main-text equations.
SP16-EQ-Ж-008,Ж.4,equation,standard_core/crane_runway_and_bending_stability.py:annex_zh_flange_inertia_ratio_n_eq_zh8,tests/test_crane_runway_and_bending_stability.py,V11-SP16-EQ-Ж-008,implemented,Visually verified against supplied PDF page 165; added to the equation inventory in v0.7 because the initial inventory counted only main-text equations.
SP16-EQ-Ж-009,Ж.4,equation,standard_core/crane_runway_and_bending_stability.py:annex_zh_psi_a_eq_zh9,tests/test_crane_runway_and_bending_stability.py,V11-SP16-EQ-Ж-009,implemented,Visually verified against supplied PDF page 165; added to the equation inventory in v0.7 because the initial inventory counted only main-text equations.
SP16-EQ-Ж-010,Ж.5,equation,standard_core/crane_runway_and_bending_stability.py:annex_zh_delta_eq_zh10,tests/test_crane_runway_and_bending_stability.py,V11-SP16-EQ-Ж-010,implemented,Visually verified against supplied PDF page 168; added to the equation inventory in v0.7 because the initial inventory counted only main-text equations.
SP16-EQ-Ж-011,Ж.5,equation,standard_core/crane_runway_and_bending_stability.py:annex_zh_mu_eq_zh11,tests/test_crane_runway_and_bending_stability.py,V11-SP16-EQ-Ж-011,implemented,Visually verified against supplied PDF page 168; added to the equation inventory in v0.7 because the initial inventory counted only main-text equations.
SP16-EQ-Ж-012,Ж.5,equation,standard_core/crane_runway_and_bending_stability.py:annex_zh_beta_eq_zh12,tests/test_crane_runway_and_bending_stability.py,V11-SP16-EQ-Ж-012,implemented,Visually verified against supplied PDF page 168; added to the equation inventory in v0.7 because the initial inventory counted only main-text equations.
SP16-EQ-Ж-013,Ж.5,equation,standard_core/crane_runway_and_bending_stability.py:annex_zh_eta_eq_zh13,tests/test_crane_runway_and_bending_stability.py,V11-SP16-EQ-Ж-013,implemented,Visually verified against supplied PDF page 168; added to the equation inventory in v0.7 because the initial inventory counted only main-text equations.
SP16-EQ-Д-001,Приложение Д,equation,standard_core/beam_column_stability.py:annex_d_open_section_cmax_eq_d1,tests/test_beam_column_stability.py,V11-SP16-EQ-Д-001,implemented,Annex D formula visually transcribed; no unstated default or interpolation is applied.
SP16-EQ-Д-002,Приложение Д,equation,standard_core/beam_column_stability.py:annex_d_open_section_parameters_eq_d2,tests/test_beam_column_stability.py,V11-SP16-EQ-Д-002,implemented,Annex D formula visually transcribed; no unstated default or interpolation is applied.
SP16-EQ-Д-004,Приложение Д,equation,standard_core/beam_column_stability.py:annex_d_continuous_bracing_cmax_eq_d4,tests/test_beam_column_stability.py,V11-SP16-EQ-Д-004,implemented,Annex D formula visually transcribed; no unstated default or interpolation is applied.
SP16-TBL-1,4.3.2,table,data/table_1_working_condition_factors.json; standard_core.general_requirements.table_1_working_condition_factor,tests/test_final_annex_and_release_consolidation.py,,implemented_as_data,Exact categorical transcription including Note 5 gamma_c=1; no automatic classification.
SP16-TBL-2,6.1,table,data/table_2_resistance_formulas.json; standard_core/material_resistance.py,tests/test_material_resistance.py,CORE-TBL-2,implemented_as_data,Formula coefficients visually transcribed from PDF page 11 into data/table_2_resistance_formulas.json and exposed through audited functions.
SP16-TBL-3,6.1,table,data/table_3_material_safety_factors.json; standard_core/material_resistance.py,tests/test_material_resistance.py,CORE-TBL-3,implemented_as_data,Four gamma_m categories visually transcribed from PDF page 11. Category selection remains explicit and is never inferred.
SP16-TBL-4,6.4,table,data/table_4_weld_resistance_formulas.json; standard_core/material_resistance.py,tests/test_material_resistance.py,CORE-TBL-4,implemented_as_data,Weld resistance formulas visually transcribed from PDF page 12. The interval 490 < Rwun < 590 for gamma_wm is not specified and is not interpolated.
SP16-TBL-5,6.5,table,data/table_5_bolt_resistance_factors.json; standard_core/material_resistance.py,tests/test_material_resistance.py,CORE-TBL-5,implemented_as_data,Bolt-class factors and bearing factors visually transcribed from PDF page 13; bearing applicability is enforced at yield strength <= 450 N/mm2.
SP16-TBL-6,7.1.2,table,data/table_6_single_angle_coefficients.json; standard_core.axial_members.table_6_angle_coefficients,tests/test_axial_members.py,AXIAL-TBL-006,implemented_as_data,Discrete coefficients and footnote applicability visually extracted from PDF page 14; no interpolation or extrapolation.
SP16-TBL-7,7.1.3,table,data/table_7_section_type_coefficients.json; standard_core.axial_members.table_7_section_coefficients,tests/test_axial_members.py,AXIAL-TBL-007,implemented_as_data,Alpha/beta values and classification notes visually extracted from PDF pages 15-16. Arbitrary geometry is not auto-classified.
SP16-TBL-8,7.2.2-7.2.5,table,data/table_8_built_up_effective_slenderness.json; standard_core/built_up_axial_members.py,tests/test_built_up_axial_members.py,BUILTUP-TBL-008,implemented_as_data,"All six formula cells, coefficient definitions, symbol notes, and the type-1 note were visually verified on PDF pages 18-19."
SP16-TBL-9,7.3.2,table,data/table_9_wall_slenderness_limits.json; standard_core/local_stability.py,tests/test_local_stability.py,LOCAL-TBL-009,implemented_as_data,"Four diagram groups, seven numbered formulas, branch conditions, caps, ratio limits, and notes transcribed from PDF pages 22-23."
SP16-TBL-10,7.3.8-7.3.9,table,data/table_10_flange_slenderness_limits.json; standard_core/local_stability.py,tests/test_local_stability.py,LOCAL-TBL-010,implemented_as_data,"Four diagram groups, formulas (37)-(40), member-slenderness boundary substitution, and edge-stiffener multipliers transcribed from PDF pages 25-26."
SP16-TBL-10а,8.2.3,table,data/table_10a_constrained_torsion_coefficients.json; standard_core/bending_members.py,tests/test_bending_members.py,BEND-TBL-10A,implemented_as_data,All 11 printed nodes and the stated linear-interpolation procedure transcribed from PDF page 30; extrapolation is rejected.
SP16-TBL-11,8.4.4,table,data/table_11_lateral_torsional_slenderness_limits.json,tests/test_crane_runway_and_bending_stability.py,V07-SP16-TBL-11,implemented_as_data,Visually transcribed into data/table_11_lateral_torsional_slenderness_limits.json and exposed through audited lookup/calculation functions in v0.7.
SP16-TBL-12,8.5.4,table,data/table_12_web_buckling_c_cr.json,tests/test_crane_runway_and_bending_stability.py,V07-SP16-TBL-12,implemented_as_data,Visually transcribed into data/table_12_web_buckling_c_cr.json and exposed through audited lookup/calculation functions in v0.7.
SP16-TBL-13,8.5.4,table,data/table_13_compressed_flange_beta.json,tests/test_crane_runway_and_bending_stability.py,V07-SP16-TBL-13,implemented_as_data,Visually transcribed into data/table_13_compressed_flange_beta.json and exposed through audited lookup/calculation functions in v0.7.
SP16-TBL-14,8.5.5,table,data/tables_14_to_19_bending_local_stability.json,tests/test_bending_member_local_stability.py,BLS-TBL-14,implemented_as_data,All printed nodes and terminal rules were visually transcribed. No unstated interpolation is used; Table 19 required longitudinal inertia uses the explicitly stated linear interpolation.
SP16-TBL-15,8.5.5,table,data/tables_14_to_19_bending_local_stability.json,tests/test_bending_member_local_stability.py,BLS-TBL-15,implemented_as_data,All printed nodes and terminal rules were visually transcribed. No unstated interpolation is used; Table 19 required longitudinal inertia uses the explicitly stated linear interpolation.
SP16-TBL-16,8.5.5,table,data/tables_14_to_19_bending_local_stability.json,tests/test_bending_member_local_stability.py,BLS-TBL-16,implemented_as_data,All printed nodes and terminal rules were visually transcribed. No unstated interpolation is used; Table 19 required longitudinal inertia uses the explicitly stated linear interpolation.
SP16-TBL-17,8.5.7,table,data/tables_14_to_19_bending_local_stability.json,tests/test_bending_member_local_stability.py,BLS-TBL-17,implemented_as_data,All printed nodes and terminal rules were visually transcribed. No unstated interpolation is used; Table 19 required longitudinal inertia uses the explicitly stated linear interpolation.
SP16-TBL-18,8.5.8,table,data/tables_14_to_19_bending_local_stability.json,tests/test_bending_member_local_stability.py,BLS-TBL-18,implemented_as_data,All printed nodes and terminal rules were visually transcribed. No unstated interpolation is used; Table 19 required longitudinal inertia uses the explicitly stated linear interpolation.
SP16-TBL-19,8.5.15,table,data/tables_14_to_19_bending_local_stability.json,tests/test_bending_member_local_stability.py,BLS-TBL-19,implemented_as_data,All printed nodes and terminal rules were visually transcribed. No unstated interpolation is used; Table 19 required longitudinal inertia uses the explicitly stated linear interpolation.
SP16-TBL-20,9.2.3,table,data/table_20_effective_moment_rules.json,tests/test_beam_column_stability.py,BC-SP16-TBL-20,implemented_as_data,Visually transcribed as audited JSON/formula metadata. Exact printed-node lookup is used where the standard states no interpolation rule; diagram classification remains explicit.
SP16-TBL-21,9.2.5,table,data/table_21_out_of_plane_coefficients.json,tests/test_beam_column_stability.py,BC-SP16-TBL-21,implemented_as_data,Visually transcribed as audited JSON/formula metadata. Exact printed-node lookup is used where the standard states no interpolation rule; diagram classification remains explicit.
SP16-TBL-22,9.4.2,table,data/table_22_combined_web_slenderness_limits.json,tests/test_built_up_beam_columns_and_combined_local_stability.py,V11-SP16-TBL-22,implemented_as_data,Formula catalogue and notes stored in data/table_22_combined_web_slenderness_limits.json; formula execution is in the v0.11 module.
